,key,Start,End,segment,PN6,PN7,PN8,PN9,PN13,PN14,PN15,PN16,PN17,PN22,PN24,PN25,PN31,PN32,PN33,PN38,PN40,PN41,PN42,PN45,PN46,PN47,PN48,sum_reads,classification,max_diff,slope,rank,cluster
19780,PB1_240_2095,240,2095,PB1,6.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,loss,6.0,-0.10671936758893281,4393.5,4.0
22864,PB1_401_1907,401,1907,PB1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,loss,6.0,-0.06521739130434782,4393.5,4.0
14959,PB1_161_2080,161,2080,PB1,9.0,2.0,15.0,12.0,17.0,17.0,6.0,17.0,7.0,5.0,1.0,25.0,20.0,21.0,28.0,16.0,13.0,0.0,1.0,5.0,4.0,11.0,3.0,255.0,loss,6.0,-0.19762845849802374,4393.5,4.0
19377,PB1_223_2129,223,2129,PB1,6.0,33.0,28.0,63.0,55.0,48.0,37.0,49.0,32.0,16.0,3.0,8.0,8.0,10.0,19.0,13.0,13.0,2.0,2.0,9.0,4.0,0.0,0.0,458.0,loss,6.0,-1.9772727272727266,4393.5,4.0
23954,PB1_54_2037,54,2037,PB1,6.0,0.0,5.0,12.0,0.0,6.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,loss,6.0,-0.2727272727272727,4393.5,4.0
19275,PB1_2223_2246,2223,2246,PB1,7.0,1.0,14.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,loss,6.0,-0.30039525691699603,4393.5,4.0
24100,PB1_55_2259,55,2259,PB1,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,loss,6.0,-0.08596837944664032,4393.5,4.0
16701,PB1_192_2149,192,2149,PB1,6.0,5.0,3.0,9.0,5.0,10.0,12.0,18.0,20.0,5.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,118.0,loss,6.0,-0.3972332015810276,4393.5,4.0
19764,PB1_240_2037,240,2037,PB1,5.0,24.0,17.0,16.0,19.0,9.0,9.0,7.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,loss,5.0,-0.8557312252964429,5763.0,4.0
25142,PB1_78_149,78,149,PB1,5.0,24.0,22.0,31.0,17.0,12.0,21.0,33.0,9.0,5.0,0.0,8.0,8.0,3.0,5.0,6.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,220.0,loss,5.0,-1.0454545454545454,5763.0,4.0
13403,PB1_126_2165,126,2165,PB1,5.0,40.0,11.0,26.0,5.0,21.0,4.0,25.0,6.0,6.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,2.0,2.0,0.0,194.0,loss,5.0,-0.8606719367588933,5763.0,4.0
20284,PB1_269_2071,269,2071,PB1,5.0,7.0,19.0,20.0,12.0,27.0,19.0,21.0,3.0,8.0,2.0,5.0,3.0,4.0,8.0,7.0,2.0,4.0,7.0,15.0,4.0,2.0,0.0,204.0,loss,5.0,-0.5790513833992095,5763.0,4.0
19252,PB1_2210_2258,2210,2258,PB1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,loss,5.0,-0.05434782608695652,5763.0,4.0
17427,PB1_1988_2111,1988,2111,PB1,8.0,12.0,17.0,16.0,17.0,15.0,14.0,6.0,9.0,5.0,4.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,144.0,loss,5.0,-0.7302371541501974,5763.0,4.0
13363,PB1_126_1988,126,1988,PB1,5.0,7.0,0.0,6.0,6.0,7.0,6.0,15.0,6.0,2.0,0.0,6.0,12.0,5.0,17.0,5.0,4.0,4.0,7.0,7.0,2.0,14.0,0.0,143.0,loss,5.0,0.030632411067193655,5763.0,4.0
23885,PB1_54_133,54,133,PB1,5.0,7.0,18.0,19.0,3.0,6.0,5.0,11.0,8.0,10.0,2.0,3.0,0.0,15.0,10.0,3.0,1.0,2.0,0.0,1.0,4.0,8.0,0.0,141.0,loss,5.0,-0.39328063241106703,5763.0,4.0
12913,PB1_113_1392,113,1392,PB1,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,loss,5.0,-0.07707509881422925,5763.0,4.0
25075,PB1_76_98,76,98,PB1,5.0,52.0,65.0,131.0,82.0,112.0,75.0,112.0,99.0,57.0,35.0,45.0,27.0,24.0,42.0,32.0,35.0,5.0,11.0,17.0,9.0,12.0,0.0,1084.0,loss,5.0,-3.730237154150198,5763.0,3.0
14514,PB1_149_2204,149,2204,PB1,5.0,0.0,6.0,2.0,3.0,5.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,56.0,loss,5.0,-0.0849802371541502,5763.0,4.0
12960,PB1_113_2094,113,2094,PB1,5.0,2.0,8.0,17.0,0.0,4.0,3.0,6.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,loss,5.0,-0.35573122529644274,5763.0,4.0
21885,PB1_347_1898,347,1898,PB1,7.0,31.0,39.0,59.0,67.0,50.0,33.0,47.0,50.0,42.0,14.0,61.0,46.0,27.0,43.0,12.0,18.0,16.0,22.0,60.0,14.0,12.0,2.0,772.0,loss,5.0,-1.200592885375494,5763.0,4.0
13664,PB1_133_2130,133,2130,PB1,19.0,143.0,91.0,126.0,115.0,163.0,78.0,142.0,59.0,40.0,17.0,13.0,21.0,38.0,31.0,27.0,16.0,29.0,57.0,112.0,82.0,95.0,14.0,1528.0,loss,5.0,-2.7588932806324107,5763.0,4.0
19823,PB1_241_2140,241,2140,PB1,5.0,4.0,1.0,4.0,2.0,5.0,11.0,7.0,8.0,0.0,1.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,loss,5.0,-0.24308300395256915,5763.0,4.0
13402,PB1_126_2158,126,2158,PB1,7.0,57.0,33.0,35.0,47.0,73.0,28.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,325.0,loss,5.0,-2.1462450592885376,5763.0,4.0
15415,PB1_167_2085,167,2085,PB1,5.0,26.0,17.0,56.0,43.0,46.0,64.0,80.0,63.0,34.0,3.0,15.0,8.0,11.0,9.0,1.0,6.0,8.0,5.0,2.0,2.0,2.0,0.0,506.0,loss,5.0,-2.1393280632411065,5763.0,4.0
24735,PB1_68_127,68,127,PB1,5.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,loss,5.0,-0.23814229249011856,5763.0,4.0
20804,PB1_288_2054,288,2054,PB1,5.0,20.0,16.0,43.0,21.0,26.0,49.0,29.0,15.0,16.0,13.0,24.0,20.0,4.0,13.0,24.0,12.0,5.0,8.0,34.0,10.0,13.0,0.0,420.0,loss,5.0,-0.6877470355731224,5763.0,4.0
14857,PB1_158_2163,158,2163,PB1,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,16.0,loss,5.0,-0.03754940711462451,5763.0,4.0
18835,PB1_213_2158,213,2158,PB1,5.0,6.0,5.0,11.0,9.0,7.0,0.0,19.0,14.0,6.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,101.0,loss,5.0,-0.41699604743083,5763.0,4.0
16533,PB1_190_2129,190,2129,PB1,5.0,9.0,1.0,8.0,14.0,17.0,10.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,83.0,loss,5.0,-0.48418972332015814,5763.0,4.0
25009,PB1_76_138,76,138,PB1,5.0,11.0,5.0,11.0,5.0,8.0,5.0,5.0,6.0,11.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,93.0,loss,5.0,-0.4031620553359682,5763.0,4.0
23374,PB1_45_69,45,69,PB1,8.0,2.0,4.0,15.0,7.0,7.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,5.0,3.0,78.0,loss,5.0,-0.27173913043478265,5763.0,4.0
15493,PB1_168_2145,168,2145,PB1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,loss,5.0,-0.06620553359683795,5763.0,4.0
16910,PB1_1948_2091,1948,2091,PB1,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,loss,4.0,-0.05928853754940711,8067.0,4.0
23875,PB1_54_120,54,120,PB1,10.0,34.0,50.0,98.0,52.0,77.0,75.0,117.0,81.0,55.0,15.0,107.0,50.0,49.0,109.0,73.0,73.0,28.0,31.0,85.0,41.0,25.0,6.0,1341.0,loss,4.0,-0.8290513833992095,8067.0,4.0
15191,PB1_164_200,164,200,PB1,7.0,31.0,26.0,57.0,65.0,60.0,55.0,73.0,58.0,42.0,16.0,42.0,40.0,11.0,57.0,50.0,31.0,13.0,21.0,52.0,26.0,28.0,3.0,864.0,loss,4.0,-0.9456521739130435,8067.0,4.0
24162,PB1_569_2092,569,2092,PB1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,loss,4.0,-0.043478260869565216,8067.0,4.0
21449,PB1_328_2298,328,2298,PB1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,loss,4.0,-0.043478260869565216,8067.0,4.0
19132,PB1_2193_2239,2193,2239,PB1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,loss,4.0,-0.043478260869565216,8067.0,4.0
14014,PB1_139_2115,139,2115,PB1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,loss,4.0,-0.043478260869565216,8067.0,4.0
17993,PB1_204_2097,204,2097,PB1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,loss,4.0,-0.043478260869565216,8067.0,4.0
16045,PB1_183_2158,183,2158,PB1,4.0,35.0,12.0,27.0,19.0,14.0,23.0,17.0,15.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,loss,4.0,-1.1324110671936758,8067.0,4.0
17562,PB1_199_2045,199,2045,PB1,4.0,4.0,6.0,12.0,6.0,30.0,9.0,8.0,10.0,19.0,1.0,2.0,1.0,0.0,10.0,9.0,4.0,8.0,7.0,6.0,9.0,5.0,0.0,170.0,loss,4.0,-0.2361660079051383,8067.0,4.0
17902,PB1_203_2068,203,2068,PB1,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,loss,4.0,-0.09486166007905138,8067.0,4.0
16014,PB1_183_1998,183,1998,PB1,4.0,14.0,13.0,26.0,13.0,27.0,13.0,29.0,11.0,11.0,2.0,10.0,7.0,4.0,8.0,8.0,6.0,0.0,5.0,7.0,0.0,4.0,0.0,222.0,loss,4.0,-0.758893280632411,8067.0,4.0
21518,PB1_333_1921,333,1921,PB1,4.0,7.0,6.0,36.0,27.0,30.0,20.0,11.0,20.0,10.0,8.0,8.0,4.0,2.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,207.0,loss,4.0,-0.9614624505928853,8067.0,4.0
12952,PB1_113_2056,113,2056,PB1,4.0,8.0,17.0,16.0,21.0,20.0,13.0,16.0,10.0,26.0,5.0,1.0,4.0,1.0,5.0,1.0,3.0,0.0,5.0,17.0,0.0,1.0,0.0,194.0,loss,4.0,-0.6590909090909091,8067.0,4.0
14753,PB1_157_1995,157,1995,PB1,4.0,4.0,3.0,14.0,13.0,6.0,8.0,4.0,2.0,0.0,0.0,3.0,0.0,14.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,loss,4.0,-0.3606719367588933,8067.0,4.0
17621,PB1_199_289,199,289,PB1,4.0,2.0,0.0,4.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,loss,4.0,-0.133399209486166,8067.0,4.0
24789,PB1_68_2110,68,2110,PB1,4.0,16.0,10.0,16.0,3.0,13.0,11.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,loss,4.0,-0.5612648221343873,8067.0,4.0
20126,PB1_262_1929,262,1929,PB1,4.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,26.0,loss,4.0,-0.011857707509881415,8067.0,4.0
22633,PB1_381_1988,381,1988,PB1,4.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,39.0,loss,4.0,0.003952569169960483,8067.0,4.0
24059,PB1_55_1635,55,1635,PB1,4.0,12.0,4.0,2.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,loss,4.0,-0.29150197628458496,8067.0,4.0
22203,PB1_363_2029,363,2029,PB1,4.0,0.0,7.0,7.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,loss,4.0,-0.21640316205533597,8067.0,4.0
18797,PB1_213_2011,213,2011,PB1,4.0,5.0,0.0,6.0,0.0,7.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,loss,4.0,-0.2341897233201581,8067.0,4.0
13018,PB1_114_2147,114,2147,PB1,4.0,16.0,11.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,loss,4.0,-0.34486166007905134,8067.0,4.0
19385,PB1_223_2158,223,2158,PB1,4.0,9.0,4.0,11.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,45.0,loss,4.0,-0.29249011857707513,8067.0,4.0
21408,PB1_328_1969,328,1969,PB1,4.0,5.0,0.0,4.0,2.0,10.0,1.0,7.0,0.0,4.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,loss,4.0,-0.22332015810276679,8067.0,4.0
14012,PB1_139_2105,139,2105,PB1,4.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,loss,4.0,-0.10869565217391303,8067.0,4.0
17997,PB1_204_2110,204,2110,PB1,4.0,18.0,4.0,4.0,6.0,9.0,8.0,0.0,11.0,2.0,1.0,2.0,4.0,0.0,5.0,5.0,4.0,1.0,0.0,9.0,3.0,3.0,0.0,103.0,loss,4.0,-0.26877470355731226,8067.0,4.0
22626,PB1_381_1949,381,1949,PB1,4.0,3.0,4.0,8.0,6.0,9.0,0.0,15.0,7.0,8.0,2.0,2.0,0.0,3.0,6.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,88.0,loss,4.0,-0.2835968379446641,8067.0,4.0
23379,PB1_45_79,45,79,PB1,4.0,10.0,13.0,11.0,7.0,12.0,8.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,5.0,2.0,1.0,0.0,92.0,loss,4.0,-0.39031620553359686,8067.0,4.0
18065,PB1_2053_2158,2053,2158,PB1,4.0,12.0,10.0,8.0,12.0,13.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,loss,4.0,-0.5454545454545453,8067.0,4.0
23488,PB1_46_139,46,139,PB1,4.0,5.0,3.0,12.0,13.0,14.0,17.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,loss,4.0,-0.5079051383399209,8067.0,4.0
21698,PB1_339_2092,339,2092,PB1,4.0,0.0,0.0,3.0,0.0,14.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,23.0,2.0,14.0,0.0,84.0,loss,4.0,0.24703557312252966,8067.0,4.0
20250,PB1_269_1901,269,1901,PB1,4.0,4.0,1.0,15.0,8.0,5.0,8.0,5.0,2.0,2.0,0.0,4.0,0.0,3.0,6.0,20.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,99.0,loss,4.0,-0.1828063241106719,8067.0,4.0
21405,PB1_328_1949,328,1949,PB1,4.0,26.0,27.0,44.0,20.0,28.0,40.0,24.0,13.0,15.0,9.0,7.0,12.0,12.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,292.0,loss,4.0,-1.466403162055336,8067.0,4.0
21817,PB1_346_1901,346,1901,PB1,6.0,22.0,15.0,22.0,42.0,22.0,27.0,15.0,17.0,7.0,0.0,8.0,6.0,0.0,2.0,5.0,2.0,8.0,24.0,22.0,12.0,14.0,2.0,300.0,loss,4.0,-0.5721343873517788,8067.0,4.0
17554,PB1_199_2030,199,2030,PB1,7.0,9.0,8.0,16.0,8.0,19.0,5.0,6.0,6.0,1.0,4.0,21.0,5.0,1.0,14.0,11.0,10.0,18.0,24.0,44.0,40.0,35.0,3.0,315.0,loss,4.0,0.8932806324110671,8067.0,4.0
19743,PB1_240_1942,240,1942,PB1,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,loss,4.0,-0.04743083003952569,8067.0,4.0
15394,PB1_167_2016,167,2016,PB1,4.0,21.0,13.0,23.0,20.0,18.0,14.0,31.0,37.0,10.0,11.0,12.0,14.0,7.0,29.0,8.0,27.0,2.0,10.0,7.0,5.0,4.0,0.0,327.0,loss,4.0,-0.6264822134387352,8067.0,4.0
15078,PB1_162_2141,162,2141,PB1,4.0,38.0,35.0,54.0,14.0,28.0,25.0,42.0,16.0,12.0,6.0,16.0,9.0,8.0,6.0,3.0,4.0,4.0,2.0,8.0,2.0,14.0,0.0,350.0,loss,4.0,-1.4555335968379444,8067.0,4.0
20270,PB1_269_2014,269,2014,PB1,4.0,16.0,22.0,64.0,68.0,60.0,57.0,40.0,30.0,27.0,5.0,20.0,21.0,19.0,9.0,16.0,12.0,1.0,0.0,5.0,3.0,4.0,0.0,503.0,loss,4.0,-1.9970355731225296,8067.0,4.0
17620,PB1_199_280,199,280,PB1,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,loss,4.0,-0.06916996047430829,8067.0,4.0
23981,PB1_54_2186,54,2186,PB1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,loss,4.0,-0.08300395256916995,8067.0,4.0
17585,PB1_199_2105,199,2105,PB1,4.0,6.0,25.0,21.0,12.0,23.0,33.0,45.0,38.0,26.0,1.0,16.0,24.0,17.0,23.0,25.0,26.0,1.0,1.0,7.0,3.0,10.0,0.0,387.0,loss,4.0,-0.6699604743083003,8067.0,4.0
16036,PB1_183_2129,183,2129,PB1,5.0,7.0,12.0,23.0,23.0,27.0,12.0,9.0,18.0,0.0,2.0,4.0,3.0,6.0,94.0,86.0,50.0,2.0,29.0,43.0,19.0,8.0,2.0,484.0,loss,3.0,0.8211462450592883,9712.0,4.0
14145,PB1_142_2139,142,2139,PB1,3.0,10.0,5.0,9.0,4.0,20.0,27.0,3.0,2.0,0.0,0.0,0.0,11.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,loss,3.0,-0.48913043478260876,9712.0,4.0
13758,PB1_136_2099,136,2099,PB1,6.0,9.0,3.0,6.0,1.0,10.0,5.0,0.0,4.0,6.0,0.0,4.0,7.0,0.0,8.0,3.0,5.0,1.0,11.0,7.0,4.0,3.0,3.0,106.0,loss,3.0,-0.04051383399209487,9712.0,4.0
24548,PB1_63_96,63,96,PB1,3.0,20.0,29.0,34.0,24.0,34.0,24.0,49.0,46.0,11.0,18.0,54.0,14.0,26.0,23.0,22.0,15.0,2.0,11.0,16.0,6.0,6.0,0.0,487.0,loss,3.0,-0.991106719367589,9712.0,4.0
13141,PB1_119_2094,119,2094,PB1,3.0,36.0,8.0,4.0,0.0,2.0,11.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,2.0,0.0,84.0,loss,3.0,-0.4822134387351778,9712.0,4.0
19105,PB1_218_2110,218,2110,PB1,4.0,14.0,15.0,39.0,8.0,15.0,13.0,37.0,26.0,15.0,3.0,9.0,13.0,9.0,27.0,21.0,4.0,2.0,24.0,15.0,3.0,15.0,1.0,332.0,loss,3.0,-0.3922924901185771,9712.0,4.0
21720,PB1_341_2019,341,2019,PB1,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,loss,3.0,-0.09288537549407114,9712.0,4.0
15673,PB1_174_1942,174,1942,PB1,3.0,5.0,3.0,7.0,6.0,4.0,7.0,11.0,22.0,0.0,1.0,8.0,4.0,0.0,8.0,2.0,3.0,1.0,5.0,5.0,0.0,3.0,0.0,108.0,loss,3.0,-0.2134387351778656,9712.0,4.0
20822,PB1_288_2129,288,2129,PB1,5.0,12.0,23.0,42.0,16.0,34.0,22.0,44.0,37.0,28.0,11.0,6.0,9.0,13.0,18.0,18.0,17.0,5.0,6.0,11.0,7.0,2.0,2.0,388.0,loss,3.0,-0.9752964426877472,9712.0,4.0
18989,PB1_2164_2194,2164,2194,PB1,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,loss,3.0,-0.028656126482213436,9712.0,4.0
21389,PB1_328_1858,328,1858,PB1,5.0,27.0,10.0,29.0,41.0,21.0,27.0,35.0,30.0,21.0,6.0,11.0,10.0,9.0,8.0,5.0,2.0,4.0,10.0,13.0,2.0,8.0,2.0,336.0,loss,3.0,-1.0602766798418972,9712.0,4.0
13878,PB1_137_2132,137,2132,PB1,3.0,47.0,32.0,49.0,27.0,40.0,44.0,39.0,23.0,6.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,3.0,0.0,6.0,11.0,0.0,0.0,344.0,loss,3.0,-1.853754940711462,9712.0,4.0
20515,PB1_279_1897,279,1897,PB1,3.0,2.0,1.0,7.0,8.0,6.0,11.0,2.0,9.0,8.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,loss,3.0,-0.300395256916996,9712.0,4.0
19283,PB1_2225_2260,2225,2260,PB1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,17.0,loss,3.0,-0.04347826086956522,9712.0,4.0
20309,PB1_269_2246,269,2246,PB1,3.0,2.0,4.0,12.0,3.0,3.0,9.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,58.0,loss,3.0,-0.20849802371541493,9712.0,4.0
15407,PB1_167_2061,167,2061,PB1,7.0,32.0,25.0,34.0,26.0,56.0,53.0,59.0,49.0,34.0,4.0,15.0,10.0,22.0,29.0,8.0,6.0,5.0,12.0,15.0,14.0,3.0,4.0,522.0,loss,3.0,-1.4772727272727273,9712.0,4.0
15569,PB1_170_2094,170,2094,PB1,3.0,0.0,1.0,14.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,loss,3.0,-0.17885375494071148,9712.0,4.0
21674,PB1_338_2165,338,2165,PB1,3.0,7.0,5.0,26.0,25.0,11.0,16.0,23.0,28.0,10.0,4.0,8.0,1.0,1.0,8.0,15.0,7.0,1.0,0.0,13.0,3.0,0.0,0.0,215.0,loss,3.0,-0.6106719367588933,9712.0,4.0
13405,PB1_126_2177,126,2177,PB1,3.0,34.0,13.0,13.0,19.0,25.0,18.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0,156.0,loss,3.0,-0.8320158102766798,9712.0,4.0
15076,PB1_162_2132,162,2132,PB1,3.0,32.0,10.0,16.0,27.0,21.0,26.0,33.0,19.0,2.0,5.0,4.0,7.0,0.0,10.0,1.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,225.0,loss,3.0,-1.0849802371541504,9712.0,4.0
21448,PB1_328_2258,328,2258,PB1,3.0,2.0,4.0,8.0,8.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,loss,3.0,-0.3063241106719367,9712.0,4.0
